-2.174592797,-2.258918587,-1.341245,-2.665161912,-0.561039273,-3.116416279,0,0,0,0,0,0,0.208488375,3.790901661,1.984002352,0.115903132,-0.009150247,0.0259257,0,0,0,0,0,0,-2.174638463,-2.258863353,-1.341227527,-2.665178699,-0.561105006,-3.116374862,0,0,0,0,0,0,4.57E-05,-5.52E-05,-1.75E-05,1.68E-05,6.57E-05,-4.14E-05
-2.174652878,-2.258930985,-1.341221158,-2.665077988,-0.561075513,-3.1164282,0,0,0,0,0,0,0.212972,3.795385361,1.990727782,0.117428169,-0.004575124,0.028975783,0,0,0,0,0,0,-2.174638463,-2.258863353,-1.341227527,-2.665178699,-0.561105006,-3.116374862,0,0,0,0,0,0,-1.44E-05,-6.76E-05,6.37E-06,0.00010071,2.95E-05,-5.33E-05
-2.174604718,-2.258918587,-1.341209237,-2.665185753,-0.561087433,-3.116464202,0,0,0,0,0,0,0.217455626,3.784176111,1.96606791,0.12047825,-0.004575124,0.028975783,0,0,0,0,0,0,-2.174638463,-2.258863353,-1.341227527,-2.665178699,-0.561105006,-3.116374862,0,0,0,0,0,0,3.37E-05,-5.52E-05,1.83E-05,-7.05E-06,1.76E-05,-8.93E-05
-2.174664799,-2.258918587,-1.341245,-2.665149514,-0.561087433,-3.11644036,0,0,0,0,0,0,0.215213805,3.804352522,1.997453213,0.11285305,-0.004575124,0.033550907,0,0,0,0,0,0,-2.174638463,-2.258863353,-1.341227527,-2.665178699,-0.561105006,-3.116374862,0,0,0,0,0,0,-2.63E-05,-5.52E-05,-1.75E-05,2.92E-05,1.76E-05,-6.55E-05
-2.174580876,-2.258930985,-1.341221158,-2.66510183,-0.561063592,-3.116452281,0,0,0,0,0,0,0.210730195,3.799868822,1.986244202,0.118953213,-0.003050082,0.022875618,0,0,0,0,0,0,-2.174638463,-2.258863353,-1.341227527,-2.665178699,-0.561105006,-3.116374862,0,0,0,0,0,0,5.76E-05,-6.76E-05,6.37E-06,7.69E-05,4.14E-05,-7.74E-05
-2.17467672,-2.258906666,-1.341268841,-2.665161912,-0.561063592,-3.116380278,0,0,0,0,0,0,0.208488375,3.799868822,1.990727782,0.114378087,-0.001525041,0.030500824,0,0,0,0,0,0,-2.174638463,-2.258863353,-1.341227527,-2.665178699,-0.561105006,-3.116374862,0,0,0,0,0,0,-3.83E-05,-4.33E-05,-4.13E-05,1.68E-05,4.14E-05,-5.42E-06
-2.174592797,-2.258930985,-1.341245,-2.665173833,-0.561075513,-3.116392438,0,0,0,0,0,0,0.199521139,3.808836222,1.992969632,0.117428169,-0.001525041,0.028975783,0,0,0,0,0,0,-2.174638463,-2.258863353,-1.341227527,-2.665178699,-0.561105006,-3.116374862,0,0,0,0,0,0,4.57E-05,-6.76E-05,-1.75E-05,4.87E-06,2.95E-05,-1.76E-05
-2.174592797,-2.258870427,-1.341268841,-2.665161912,-0.561063592,-3.116452281,0,0,0,0,0,0,0.228664681,3.804352522,1.981760502,0.114378087,-0.009150247,0.032025866,0,0,0,0,0,0,-2.174638463,-2.258863353,-1.341227527,-2.665178699,-0.561105006,-3.116374862,0,0,0,0,0,0,4.57E-05,-7.07E-06,-4.13E-05,1.68E-05,4.14E-05,-7.74E-05
-2.174688641,-2.258882825,-1.341233079,-2.665125672,-0.561123196,-3.1164282,0,0,0,0,0,0,0.199521139,3.806594372,1.986244202,0.11285305,-0.007625206,0.022875618,0,0,0,0,0,0,-2.174638463,-2.258863353,-1.341227527,-2.665178699,-0.561105006,-3.116374862,0,0,0,0,0,0,-5.02E-05,-1.95E-05,-5.55E-06,5.30E-05,-1.82E-05,-5.33E-05
-2.174617116,-2.258882825,-1.341268841,-2.665065591,-0.561075513,-3.116464202,0,0,0,0,0,0,0.204004765,3.7819345,1.986244202,0.118953213,-0.010675289,0.028975783,0,0,0,0,0,0,-2.174638463,-2.258863353,-1.341227527,-2.665178699,-0.561105006,-3.116374862,0,0,0,0,0,0,2.13E-05,-1.95E-05,-4.13E-05,0.000113108,2.95E-05,-8.93E-05
