-2.174638463,-2.258863353,-1.341227527,-2.665178699,-0.561105006,-3.116374862,0,0,0,0,0,0,-0.874899894,50.07058367,19.9564128,1.134767307,0.486368818,-0.096054588,0,0,0,0,0,0,-2.174638463,-2.258863353,-1.341227527,-2.665178699,-0.561105006,-3.116374862,0,0,0,0,0,0,2.22E-15,-2.66E-15,-4.00E-15,-1.33E-15,1.11E-16,-4.88E-15
-2.174492753,-2.260927882,-1.342107026,-2.666312938,-0.561438988,-3.115125712,-0.000725361,-0.178094405,-0.0689996,-0.083986522,-0.039953356,0.063576697,-13.49546749,52.70475577,8.62536567,-3.236563702,-3.264301149,2.936748342,-0.000725361,-0.178094405,-0.0689996,-0.083986522,-0.039953356,0.063576697,-2.174638463,-2.258863353,-1.341227527,-2.665178699,-0.561105006,-3.116374862,0,0,0,0,0,0,0.00014571,-0.002064529,-0.000879499,-0.001134239,-0.000333982,0.00124915
-2.17438504,-2.264710986,-1.343569848,-2.66799042,-0.561297297,-3.120894787,0.06225029,-0.110469844,0.016866917,0.368405155,0.323080116,-2.78800153,-2.556782081,15.45385761,2.223552403,0.473749588,-2.338914963,0.521519224,0.06225029,-0.110469844,0.016866917,0.368405155,0.323080116,-2.78800153,-2.174638463,-2.258863353,-1.341227527,-2.665178699,-0.561105006,-3.116374862,0,0,0,0,0,0,0.000253423,-0.005847633,-0.002342321,-0.002811721,-0.00019229,-0.004519926
-2.174098166,-2.265346156,-1.343312867,-2.667851707,-0.558621534,-3.141689258,0.000209086,0.003437967,0.003311109,-0.04816977,0.164513955,0.023656929,-0.542588449,10.67430391,6.690105124,0.355315323,-2.363342465,0.022624827,0.000209086,0.003437967,0.003311109,-0.04816977,0.164513955,0.023656929,-2.174638463,-2.258863353,-1.341227527,-2.665178699,-0.561105006,-3.116374862,0,0,0,0,0,0,0.000540297,-0.006482802,-0.00208534,-0.002673009,0.002483473,-0.025314396
-2.174119162,-2.26521023,-1.343458406,-2.668302004,-0.555506542,-3.141596458,-0.001955184,0.006699088,-0.007503263,-0.021150816,0.152860976,0.000276787,-2.511946794,14.0652315,2.845890974,-0.146070229,-2.637162772,0.025203913,-0.001955184,0.006699088,-0.007503263,-0.021150816,0.152860976,0.000276787,-2.174638463,-2.258863353,-1.341227527,-2.665178699,-0.561105006,-3.116374862,0,0,0,0,0,0,0.000519302,-0.006346876,-0.002230879,-0.003123305,0.005598465,-0.025221597
-2.174032162,-2.265274744,-1.343379529,-2.668135836,-0.552250925,-3.141595875,0.004321719,-0.004599389,0.005318667,0.013409958,0.173471796,2.53E-06,-1.629056364,13.32036538,4.250665841,-0.171009598,-2.404225913,0.025223908,0.004321719,-0.004599389,0.005318667,0.013409958,0.173471796,2.53E-06,-2.174638463,-2.258863353,-1.341227527,-2.665178699,-0.561105006,-3.116374862,0,0,0,0,0,0,0.000606302,-0.006411391,-0.002152003,-0.002957137,0.008854081,-0.025221014
-2.173995344,-2.265304966,-1.343375208,-2.667868657,-0.549156304,-3.141595518,0.00079366,-0.001430167,0.000115439,0.013111457,0.151108343,-1.22E-05,-1.135674958,13.75936811,3.592843218,-0.166754119,-2.441497208,0.025246369,0.00079366,-0.001430167,0.000115439,0.013111457,0.151108343,-1.22E-05,-2.174638463,-2.258863353,-1.341227527,-2.665178699,-0.561105006,-3.116374862,0,0,0,0,0,0,0.000643119,-0.006441612,-0.002147681,-0.002689958,0.011948703,-0.025220657
-2.173992055,-2.265354592,-1.343336171,-2.6676191,-0.54612862,-3.141595794,-0.000867948,-0.002643781,0.002146297,0.012876895,0.153481248,-1.85E-05,-0.248060701,13.69020838,3.875698895,-0.190191365,-2.528570905,0.025155109,-0.000867948,-0.002643781,0.002146297,0.012876895,0.153481248,-1.85E-05,-2.174638463,-2.258863353,-1.341227527,-2.665178699,-0.561105006,-3.116374862,0,0,0,0,0,0,0.000646408,-0.006491239,-0.002108644,-0.002440402,0.014976386,-0.025220933
-2.174040504,-2.265395928,-1.343315912,-2.667340861,-0.543012867,-3.141595421,-0.003528061,-0.00209189,0.000998879,0.014225321,0.156871128,5.61E-05,0.584233122,13.85297005,3.720513727,-0.196902101,-2.560561977,0.025081899,-0.003528061,-0.00209189,0.000998879,0.014225321,0.156871128,5.61E-05,-2.174638463,-2.258863353,-1.341227527,-2.665178699,-0.561105006,-3.116374862,0,0,0,0,0,0,0.000597959,-0.006532575,-0.002088385,-0.002162163,0.018092139,-0.02522056
-2.174132546,-2.265441232,-1.343290231,-2.667056927,-0.539896965,-3.141594338,-0.00567929,-0.002353457,0.001382441,0.014470081,0.156950592,0.000110491,1.616135667,13.98395739,3.504639177,-0.173076743,-2.665459163,0.023955517,-0.00567929,-0.002353457,0.001382441,0.014470081,0.156950592,0.000110491,-2.174638463,-2.258863353,-1.341227527,-2.665178699,-0.561105006,-3.116374862,0,0,0,0,0,0,0.000505917,-0.006577879,-0.002062704,-0.001878228,0.021208042,-0.025219476
